Filetype,Mod-002
Title,
Name,
Date,2025-07-31
Begin,16:7:8
End,16:31:51
Time Range, 0:24:43
Comment,


Measurement Record
Time_Sec,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
105,0.180,-0.036,1.496,1.726,0.000,0.000,0.000,0.000
106,0.136,-0.106,1.498,1.726,0.000,0.000,0.000,0.000
107,0.148,0.028,1.496,1.728,0.000,0.000,0.000,0.000
108,0.184,0.090,1.498,1.726,0.000,0.000,0.000,0.000
109,0.210,0.072,1.496,1.728,0.000,0.000,0.000,0.000
110,0.214,0.016,1.496,1.726,0.000,0.000,0.000,0.000
111,0.192,-0.054,1.496,1.726,0.000,0.000,0.000,0.000
112,0.176,-0.042,1.498,1.726,0.000,0.000,0.000,0.000
113,0.154,-0.058,1.496,1.726,0.000,0.000,0.000,0.000
114,0.160,0.016,1.496,1.722,0.000,0.000,0.000,0.000
115,0.184,0.056,1.496,1.724,0.000,0.000,0.000,0.000
116,0.194,0.026,1.496,1.726,0.000,0.000,0.000,0.000
117,0.204,0.034,1.496,1.726,0.000,0.000,0.000,0.000
118,0.200,-0.028,1.498,1.726,0.000,0.000,0.000,0.000
119,0.152,-0.110,1.496,1.724,0.000,0.000,0.000,0.000
120,0.124,-0.080,1.494,1.726,0.000,0.000,0.000,0.000
121,0.116,-0.036,1.498,1.726,0.000,0.000,0.000,0.000
122,0.116,-0.002,1.498,1.726,0.000,0.000,0.000,0.000
123,0.128,0.030,1.496,1.726,0.000,0.000,0.000,0.000
124,0.150,0.050,1.498,1.726,0.000,0.000,0.000,0.000
125,0.124,-0.072,1.498,1.726,0.000,0.000,0.000,0.000
126,0.104,-0.040,1.498,1.726,0.000,0.000,0.000,0.000
127,0.116,0.028,1.496,1.726,0.000,0.000,0.000,0.000
128,0.134,0.044,1.496,1.728,0.000,0.000,0.000,0.000
129,0.142,0.016,1.494,1.726,0.000,0.000,0.000,0.000
130,0.134,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
131,0.138,0.010,1.500,1.728,0.000,0.000,0.000,0.000
132,0.140,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
133,0.136,0.002,1.498,1.726,0.000,0.000,0.000,0.000
134,0.140,0.010,1.496,1.726,0.000,0.000,0.000,0.000
135,0.146,0.016,1.498,1.728,0.000,0.000,0.000,0.000
136,0.154,0.016,1.496,1.728,0.000,0.000,0.000,0.000
137,0.154,0.008,1.496,1.728,0.000,0.000,0.000,0.000
138,0.156,0.010,1.494,1.728,0.000,0.000,0.000,0.000
139,0.154,-0.012,1.494,1.726,0.000,0.000,0.000,0.000
140,0.148,-0.016,1.496,1.726,0.000,0.000,0.000,0.000
141,0.146,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
142,0.148,0.000,1.496,1.728,0.000,0.000,0.000,0.000
143,0.136,-0.028,1.496,1.728,0.000,0.000,0.000,0.000
144,0.140,0.018,1.498,1.728,0.000,0.000,0.000,0.000
145,0.154,0.028,1.496,1.726,0.000,0.000,0.000,0.000
146,0.160,0.024,1.496,1.726,0.000,0.000,0.000,0.000
147,0.168,0.022,1.496,1.726,0.000,0.000,0.000,0.000
148,0.160,-0.026,1.496,1.726,0.000,0.000,0.000,0.000
149,0.042,-0.332,1.496,1.726,0.000,0.000,0.000,0.000
150,-0.008,-0.126,1.496,1.726,0.000,0.000,0.000,0.000
151,0.024,0.050,1.498,1.726,0.000,0.000,0.000,0.000
152,0.062,0.094,1.496,1.726,0.000,0.000,0.000,0.000
153,0.094,0.092,1.494,1.728,0.000,0.000,0.000,0.000
154,0.116,0.070,1.496,1.726,0.000,0.000,0.000,0.000
155,0.134,0.052,1.498,1.726,0.000,0.000,0.000,0.000
156,0.144,0.036,1.496,1.726,0.000,0.000,0.000,0.000
157,0.154,0.032,1.496,1.724,0.000,0.000,0.000,0.000
158,0.158,0.016,1.498,1.726,0.000,0.000,0.000,0.000
159,0.162,0.012,1.496,1.726,0.000,0.000,0.000,0.000
160,0.170,0.026,1.496,1.726,0.000,0.000,0.000,0.000
161,0.182,0.032,1.496,1.726,0.000,0.000,0.000,0.000
162,0.192,0.034,1.494,1.726,0.000,0.000,0.000,0.000
163,0.200,0.028,1.496,1.728,0.000,0.000,0.000,0.000
164,0.208,0.026,1.496,1.732,0.000,0.000,0.000,0.000
165,0.216,0.030,1.498,1.728,0.000,0.000,0.000,0.000
166,0.222,0.026,1.496,1.726,0.000,0.000,0.000,0.000
167,0.228,0.024,1.496,1.728,0.000,0.000,0.000,0.000
168,0.238,0.024,1.496,1.726,0.000,0.000,0.000,0.000
169,0.236,-0.004,1.494,1.726,0.000,0.000,0.000,0.000
170,0.238,0.014,1.496,1.728,0.000,0.000,0.000,0.000
171,0.238,-0.004,1.494,1.726,0.000,0.000,0.000,0.000
172,0.230,-0.008,1.496,1.728,0.000,0.000,0.000,0.000
173,0.240,0.028,1.494,1.728,0.000,0.000,0.000,0.000
174,0.248,0.018,1.498,1.724,0.000,0.000,0.000,0.000
175,0.244,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
176,0.254,0.036,1.500,1.726,0.000,0.000,0.000,0.000
177,0.268,0.046,1.496,1.726,0.000,0.000,0.000,0.000
178,0.282,0.042,1.496,1.728,0.000,0.000,0.000,0.000
179,0.290,0.026,1.496,1.726,0.000,0.000,0.000,0.000
180,0.286,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
181,0.266,-0.064,1.494,1.726,0.000,0.000,0.000,0.000
182,0.250,-0.026,1.498,1.726,0.000,0.000,0.000,0.000
183,0.258,0.010,1.502,1.726,0.000,0.000,0.000,0.000
184,0.268,0.030,1.500,1.726,0.000,0.000,0.000,0.000
185,0.288,0.056,1.496,1.726,0.000,0.000,0.000,0.000
186,0.290,-0.004,1.498,1.726,0.000,0.000,0.000,0.000
187,0.256,-0.070,1.498,1.726,0.000,0.000,0.000,0.000
188,0.190,-0.218,1.496,1.726,0.000,0.000,0.000,0.000
189,0.098,-0.222,1.496,1.726,0.000,0.000,0.000,0.000
190,0.100,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
191,0.128,0.058,1.498,1.732,0.000,0.000,0.000,0.000
192,0.148,0.054,1.496,1.728,0.000,0.000,0.000,0.000
193,0.170,0.062,1.496,1.728,0.000,0.000,0.000,0.000
194,0.190,0.048,1.496,1.726,0.000,0.000,0.000,0.000
195,0.168,-0.052,1.498,1.726,0.000,0.000,0.000,0.000
196,0.160,-0.008,1.498,1.724,0.000,0.000,0.000,0.000
197,0.180,0.052,1.496,1.728,0.000,0.000,0.000,0.000
198,0.196,0.036,1.496,1.736,0.000,0.000,0.000,0.000
199,0.198,0.012,1.496,1.726,0.000,0.000,0.000,0.000
200,0.208,0.032,1.496,1.726,0.000,0.000,0.000,0.000
201,0.220,0.030,1.498,1.726,0.000,0.000,0.000,0.000
202,0.218,0.000,1.496,1.724,0.000,0.000,0.000,0.000
203,0.222,0.014,1.496,1.726,0.000,0.000,0.000,0.000
204,0.232,0.034,1.496,1.726,0.000,0.000,0.000,0.000
205,0.246,0.040,1.496,1.726,0.000,0.000,0.000,0.000
206,0.254,0.028,1.498,1.726,0.000,0.000,0.000,0.000
207,0.242,-0.034,1.498,1.728,0.000,0.000,0.000,0.000
208,0.234,-0.010,1.494,1.726,0.000,0.000,0.000,0.000
209,0.244,0.026,1.502,1.726,0.000,0.000,0.000,0.000
210,0.256,0.032,1.496,1.726,0.000,0.000,0.000,0.000
211,0.266,0.030,1.496,1.728,0.000,0.000,0.000,0.000
212,0.266,0.008,1.496,1.726,0.000,0.000,0.000,0.000
213,0.256,-0.028,1.498,1.726,0.000,0.000,0.000,0.000
214,0.232,-0.056,1.496,1.726,0.000,0.000,0.000,0.000
215,0.230,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
216,0.238,0.028,1.498,1.728,0.000,0.000,0.000,0.000
217,0.254,0.042,1.494,1.726,0.000,0.000,0.000,0.000
218,0.268,0.038,1.498,1.728,0.000,0.000,0.000,0.000
219,0.270,0.010,1.498,1.726,0.000,0.000,0.000,0.000
220,0.268,0.004,1.496,1.728,0.000,0.000,0.000,0.000
221,0.270,0.006,1.498,1.726,0.000,0.000,0.000,0.000
222,0.270,0.000,1.496,1.726,0.000,0.000,0.000,0.000
223,0.270,0.008,1.496,1.726,0.000,0.000,0.000,0.000
224,0.280,0.024,1.496,1.726,0.000,0.000,0.000,0.000
225,0.288,0.028,1.498,1.726,0.000,0.000,0.000,0.000
226,0.294,0.020,1.496,1.726,0.000,0.000,0.000,0.000
227,0.298,0.016,1.496,1.726,0.000,0.000,0.000,0.000
228,0.302,0.014,1.498,1.726,0.000,0.000,0.000,0.000
229,0.306,0.014,1.496,1.726,0.000,0.000,0.000,0.000
230,0.308,0.008,1.494,1.726,0.000,0.000,0.000,0.000
231,0.286,-0.062,1.498,1.726,0.000,0.000,0.000,0.000
232,0.274,-0.024,1.496,1.726,0.000,0.000,0.000,0.000
233,0.284,0.028,1.496,1.726,0.000,0.000,0.000,0.000
234,0.296,0.032,1.496,1.726,0.000,0.000,0.000,0.000
235,0.302,0.024,1.496,1.726,0.000,0.000,0.000,0.000
236,0.308,0.012,1.496,1.726,0.000,0.000,0.000,0.000
237,0.302,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
238,0.306,-0.004,1.496,1.728,0.000,0.000,0.000,0.000
239,0.302,0.006,1.496,1.728,0.000,0.000,0.000,0.000
240,0.306,0.012,1.498,1.726,0.000,0.000,0.000,0.000
241,0.308,0.006,1.496,1.728,0.000,0.000,0.000,0.000
242,0.308,0.002,1.496,1.726,0.000,0.000,0.000,0.000
243,0.276,-0.092,1.498,1.726,0.000,0.000,0.000,0.000
244,0.258,-0.036,1.496,1.726,0.000,0.000,0.000,0.000
245,0.270,0.038,1.498,1.726,0.000,0.000,0.000,0.000
246,0.292,0.044,1.496,1.726,0.000,0.000,0.000,0.000
247,0.298,0.028,1.496,1.726,0.000,0.000,0.000,0.000
248,0.296,-0.018,1.496,1.726,0.000,0.000,0.000,0.000
249,0.252,-0.110,1.496,1.728,0.000,0.000,0.000,0.000
250,0.244,-0.022,1.498,1.726,0.000,0.000,0.000,0.000
251,0.258,0.040,1.496,1.726,0.000,0.000,0.000,0.000
252,0.274,0.042,1.496,1.726,0.000,0.000,0.000,0.000
253,0.284,0.030,1.498,1.726,0.000,0.000,0.000,0.000
254,0.290,0.020,1.496,1.726,0.000,0.000,0.000,0.000
255,0.290,0.004,1.498,1.726,0.000,0.000,0.000,0.000
256,0.292,0.004,1.504,1.726,0.000,0.000,0.000,0.000
257,0.294,0.010,1.496,1.730,0.000,0.000,0.000,0.000
258,0.296,0.006,1.494,1.726,0.000,0.000,0.000,0.000
259,0.298,0.008,1.496,1.726,0.000,0.000,0.000,0.000
260,0.296,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
261,0.280,-0.046,1.498,1.728,0.000,0.000,0.000,0.000
262,0.274,-0.012,1.498,1.726,0.000,0.000,0.000,0.000
263,0.280,0.018,1.496,1.728,0.000,0.000,0.000,0.000
264,0.288,0.020,1.498,1.726,0.000,0.000,0.000,0.000
265,0.294,0.018,1.498,1.728,0.000,0.000,0.000,0.000
266,0.294,0.002,1.498,1.724,0.000,0.000,0.000,0.000
267,0.276,-0.034,1.496,1.726,0.000,0.000,0.000,0.000
268,0.272,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
269,0.280,0.018,1.496,1.726,0.000,0.000,0.000,0.000
270,0.294,0.020,1.496,1.726,0.000,0.000,0.000,0.000
271,0.294,0.016,1.496,1.728,0.000,0.000,0.000,0.000
272,0.296,0.014,1.496,1.728,0.000,0.000,0.000,0.000
273,0.292,-0.016,1.496,1.726,0.000,0.000,0.000,0.000
274,0.282,-0.018,1.498,1.728,0.000,0.000,0.000,0.000
275,0.282,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
276,0.284,0.010,1.496,1.726,0.000,0.000,0.000,0.000
277,0.288,0.012,1.498,1.726,0.000,0.000,0.000,0.000
278,0.290,0.010,1.496,1.728,0.000,0.000,0.000,0.000
279,0.284,-0.016,1.494,1.724,0.000,0.000,0.000,0.000
280,0.282,-0.010,1.498,1.726,0.000,0.000,0.000,0.000
281,0.282,0.006,1.496,1.728,0.000,0.000,0.000,0.000
282,0.286,0.012,1.496,1.724,0.000,0.000,0.000,0.000
283,0.290,0.012,1.496,1.728,0.000,0.000,0.000,0.000
284,0.292,0.002,1.496,1.726,0.000,0.000,0.000,0.000
285,0.278,-0.030,1.496,1.728,0.000,0.000,0.000,0.000
286,0.274,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
287,0.280,0.012,1.496,1.726,0.000,0.000,0.000,0.000
288,0.290,0.016,1.496,1.728,0.000,0.000,0.000,0.000
289,0.290,0.014,1.498,1.728,0.000,0.000,0.000,0.000
290,0.292,0.012,1.496,1.726,0.000,0.000,0.000,0.000
291,0.296,0.010,1.496,1.726,0.000,0.000,0.000,0.000
292,0.298,0.008,1.498,1.726,0.000,0.000,0.000,0.000
293,0.300,0.006,1.498,1.726,0.000,0.000,0.000,0.000
294,0.302,0.006,1.496,1.726,0.000,0.000,0.000,0.000
295,0.304,0.008,1.494,1.724,0.000,0.000,0.000,0.000
296,0.304,0.006,1.498,1.726,0.000,0.000,0.000,0.000
297,0.306,0.012,1.496,1.726,0.000,0.000,0.000,0.000
298,0.308,0.004,1.496,1.724,0.000,0.000,0.000,0.000
299,0.308,0.000,1.490,1.726,0.000,0.000,0.000,0.000
300,0.300,-0.022,1.498,1.724,0.000,0.000,0.000,0.000
301,0.294,-0.010,1.500,1.728,0.000,0.000,0.000,0.000
302,0.296,0.006,1.496,1.726,0.000,0.000,0.000,0.000
303,0.298,0.002,1.496,1.726,0.000,0.000,0.000,0.000
304,0.300,0.006,1.496,1.726,0.000,0.000,0.000,0.000
305,0.304,0.010,1.494,1.726,0.000,0.000,0.000,0.000
306,0.306,0.010,1.498,1.726,0.000,0.000,0.000,0.000
307,0.310,0.010,1.496,1.726,0.000,0.000,0.000,0.000
308,0.312,0.008,1.498,1.728,0.000,0.000,0.000,0.000
309,0.308,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
310,0.290,-0.048,1.496,1.728,0.000,0.000,0.000,0.000
311,0.276,-0.034,1.496,1.726,0.000,0.000,0.000,0.000
312,0.286,0.024,1.496,1.726,0.000,0.000,0.000,0.000
313,0.298,0.032,1.496,1.728,0.000,0.000,0.000,0.000
314,0.306,0.026,1.496,1.726,0.000,0.000,0.000,0.000
315,0.310,0.008,1.496,1.726,0.000,0.000,0.000,0.000
316,0.310,0.006,1.498,1.728,0.000,0.000,0.000,0.000
317,0.312,0.012,1.494,1.728,0.000,0.000,0.000,0.000
318,0.316,0.012,1.498,1.726,0.000,0.000,0.000,0.000
319,0.322,0.010,1.498,1.726,0.000,0.000,0.000,0.000
320,0.322,0.014,1.496,1.726,0.000,0.000,0.000,0.000
321,0.316,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
322,0.312,-0.016,1.498,1.728,0.000,0.000,0.000,0.000
323,0.308,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
324,0.312,0.010,1.496,1.726,0.000,0.000,0.000,0.000
325,0.320,0.020,1.496,1.726,0.000,0.000,0.000,0.000
326,0.320,0.002,1.494,1.724,0.000,0.000,0.000,0.000
327,0.290,-0.076,1.498,1.726,0.000,0.000,0.000,0.000
328,0.278,-0.032,1.496,1.726,0.000,0.000,0.000,0.000
329,0.286,0.014,1.504,1.726,0.000,0.000,0.000,0.000
330,0.296,0.030,1.496,1.726,0.000,0.000,0.000,0.000
331,0.304,0.024,1.496,1.726,0.000,0.000,0.000,0.000
332,0.308,0.010,1.498,1.724,0.000,0.000,0.000,0.000
333,0.296,-0.032,1.496,1.726,0.000,0.000,0.000,0.000
334,0.286,-0.016,1.496,1.724,0.000,0.000,0.000,0.000
335,0.292,0.016,1.496,1.728,0.000,0.000,0.000,0.000
336,0.302,0.022,1.496,1.726,0.000,0.000,0.000,0.000
337,0.308,0.020,1.496,1.724,0.000,0.000,0.000,0.000
338,0.312,0.014,1.496,1.728,0.000,0.000,0.000,0.000
339,0.306,-0.016,1.496,1.726,0.000,0.000,0.000,0.000
340,0.300,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
341,0.302,0.012,1.496,1.728,0.000,0.000,0.000,0.000
342,0.312,0.020,1.498,1.726,0.000,0.000,0.000,0.000
343,0.314,0.016,1.498,1.730,0.000,0.000,0.000,0.000
344,0.318,0.004,1.496,1.728,0.000,0.000,0.000,0.000
345,0.274,-0.122,1.496,1.726,0.000,0.000,0.000,0.000
346,0.248,-0.054,1.496,1.728,0.000,0.000,0.000,0.000
347,0.264,0.038,1.496,1.728,0.000,0.000,0.000,0.000
348,0.286,0.052,1.496,1.728,0.000,0.000,0.000,0.000
349,0.300,0.040,1.496,1.726,0.000,0.000,0.000,0.000
350,0.310,0.028,1.496,1.728,0.000,0.000,0.000,0.000
351,0.300,-0.016,1.496,1.726,0.000,0.000,0.000,0.000
352,0.296,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
353,0.302,0.012,1.496,1.724,0.000,0.000,0.000,0.000
354,0.308,0.022,1.494,1.726,0.000,0.000,0.000,0.000
355,0.316,0.022,1.496,1.726,0.000,0.000,0.000,0.000
356,0.318,0.006,1.498,1.726,0.000,0.000,0.000,0.000
357,0.310,-0.016,1.496,1.726,0.000,0.000,0.000,0.000
358,0.310,0.002,1.496,1.726,0.000,0.000,0.000,0.000
359,0.314,0.014,1.496,1.726,0.000,0.000,0.000,0.000
360,0.322,0.016,1.498,1.726,0.000,0.000,0.000,0.000
361,0.322,0.008,1.498,1.726,0.000,0.000,0.000,0.000
362,0.324,0.008,1.496,1.726,0.000,0.000,0.000,0.000
363,0.320,-0.018,1.496,1.724,0.000,0.000,0.000,0.000
364,0.300,-0.048,1.496,1.728,0.000,0.000,0.000,0.000
365,0.300,0.004,1.496,1.726,0.000,0.000,0.000,0.000
366,0.312,0.028,1.496,1.726,0.000,0.000,0.000,0.000
367,0.322,0.026,1.496,1.726,0.000,0.000,0.000,0.000
368,0.324,0.004,1.496,1.726,0.000,0.000,0.000,0.000
369,0.294,-0.080,1.496,1.726,0.000,0.000,0.000,0.000
370,0.264,-0.070,1.496,1.726,0.000,0.000,0.000,0.000
371,0.270,0.014,1.496,1.726,0.000,0.000,0.000,0.000
372,0.290,0.050,1.498,1.726,0.000,0.000,0.000,0.000
373,0.304,0.044,1.496,1.724,0.000,0.000,0.000,0.000
374,0.312,0.022,1.498,1.728,0.000,0.000,0.000,0.000
375,0.314,0.012,1.496,1.726,0.000,0.000,0.000,0.000
376,0.318,0.014,1.498,1.726,0.000,0.000,0.000,0.000
377,0.324,0.016,1.498,1.726,0.000,0.000,0.000,0.000
378,0.330,0.016,1.496,1.728,0.000,0.000,0.000,0.000
379,0.332,0.014,1.496,1.726,0.000,0.000,0.000,0.000
380,0.328,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
381,0.292,-0.086,1.496,1.726,0.000,0.000,0.000,0.000
382,0.288,-0.018,1.496,1.726,0.000,0.000,0.000,0.000
383,0.302,0.032,1.496,1.726,0.000,0.000,0.000,0.000
384,0.316,0.036,1.496,1.726,0.000,0.000,0.000,0.000
385,0.324,0.028,1.498,1.726,0.000,0.000,0.000,0.000
386,0.330,0.018,1.500,1.726,0.000,0.000,0.000,0.000
387,0.312,-0.056,1.496,1.726,0.000,0.000,0.000,0.000
388,0.286,-0.058,1.496,1.726,0.000,0.000,0.000,0.000
389,0.292,0.018,1.498,1.728,0.000,0.000,0.000,0.000
390,0.308,0.038,1.496,1.728,0.000,0.000,0.000,0.000
391,0.318,0.032,1.496,1.726,0.000,0.000,0.000,0.000
392,0.320,0.000,1.500,1.720,0.000,0.000,0.000,0.000
393,0.274,-0.118,1.492,1.724,0.000,0.000,0.000,0.000
394,0.256,-0.044,1.496,1.724,0.000,0.000,0.000,0.000
395,0.270,0.028,1.498,1.726,0.000,0.000,0.000,0.000
396,0.286,0.046,1.496,1.724,0.000,0.000,0.000,0.000
397,0.300,0.040,1.498,1.728,0.000,0.000,0.000,0.000
398,0.308,0.032,1.496,1.726,0.000,0.000,0.000,0.000
399,0.314,0.012,1.496,1.726,0.000,0.000,0.000,0.000
400,0.318,0.012,1.496,1.726,0.000,0.000,0.000,0.000
