Filetype,Mod-002
Title,
Name,
Date,2025-07-31
Begin,13:59:53
End,14:22:21
Time Range, 0:22:28
Comment,


Measurement Record
Time_Sec,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
46,0.092,0.000,1.498,1.728,0.000,0.000,0.000,0.000
47,0.092,0.002,1.498,1.728,0.000,0.000,0.000,0.000
48,0.096,0.008,1.498,1.728,0.000,0.000,0.000,0.000
49,0.086,-0.022,1.498,1.726,0.000,0.000,0.000,0.000
50,0.086,0.006,1.498,1.728,0.000,0.000,0.000,0.000
51,0.096,0.020,1.496,1.726,0.000,0.000,0.000,0.000
52,0.098,0.008,1.498,1.728,0.000,0.000,0.000,0.000
53,0.098,0.004,1.498,1.726,0.000,0.000,0.000,0.000
54,0.098,0.000,1.498,1.728,0.000,0.000,0.000,0.000
55,0.096,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
56,0.094,-0.002,1.496,1.728,0.000,0.000,0.000,0.000
57,0.092,-0.006,1.496,1.728,0.000,0.000,0.000,0.000
58,0.092,0.002,1.496,1.726,0.000,0.000,0.000,0.000
59,0.088,-0.012,1.498,1.728,0.000,0.000,0.000,0.000
60,0.084,0.002,1.506,1.726,0.000,0.000,0.000,0.000
61,0.088,0.006,1.496,1.728,0.000,0.000,0.000,0.000
62,0.088,0.002,1.498,1.726,0.000,0.000,0.000,0.000
63,0.082,-0.020,1.496,1.726,0.000,0.000,0.000,0.000
64,0.078,0.000,1.498,1.728,0.000,0.000,0.000,0.000
65,0.080,0.000,1.500,1.728,0.000,0.000,0.000,0.000
66,0.082,0.006,1.496,1.728,0.000,0.000,0.000,0.000
67,0.080,-0.004,1.498,1.730,0.000,0.000,0.000,0.000
68,0.078,-0.008,1.496,1.728,0.000,0.000,0.000,0.000
69,0.076,0.002,1.496,1.726,0.000,0.000,0.000,0.000
70,0.082,0.010,1.498,1.728,0.000,0.000,0.000,0.000
71,0.088,0.020,1.496,1.726,0.000,0.000,0.000,0.000
72,0.088,0.002,1.496,1.728,0.000,0.000,0.000,0.000
73,0.088,0.004,1.496,1.726,0.000,0.000,0.000,0.000
74,0.094,0.012,1.496,1.726,0.000,0.000,0.000,0.000
75,0.084,-0.024,1.498,1.726,0.000,0.000,0.000,0.000
76,0.086,0.010,1.496,1.728,0.000,0.000,0.000,0.000
77,0.092,0.018,1.494,1.728,0.000,0.000,0.000,0.000
78,0.096,0.010,1.496,1.726,0.000,0.000,0.000,0.000
79,0.100,0.010,1.498,1.726,0.000,0.000,0.000,0.000
80,0.100,0.004,1.496,1.724,0.000,0.000,0.000,0.000
81,0.096,-0.010,1.494,1.726,0.000,0.000,0.000,0.000
82,0.094,-0.006,1.496,1.728,0.000,0.000,0.000,0.000
83,0.092,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
84,0.092,0.002,1.498,1.726,0.000,0.000,0.000,0.000
85,0.094,0.002,1.496,1.728,0.000,0.000,0.000,0.000
86,0.092,0.000,1.496,1.728,0.000,0.000,0.000,0.000
87,0.092,0.000,1.500,1.726,0.000,0.000,0.000,0.000
88,0.092,-0.002,1.498,1.728,0.000,0.000,0.000,0.000
89,0.100,0.034,1.496,1.726,0.000,0.000,0.000,0.000
90,0.122,0.016,1.496,1.726,0.000,0.000,0.000,0.000
91,0.052,-0.132,1.498,1.728,0.000,0.000,0.000,0.000
92,0.066,0.028,1.496,1.726,0.000,0.000,0.000,0.000
93,0.070,-0.012,1.496,1.722,0.000,0.000,0.000,0.000
94,0.056,-0.024,1.496,1.726,0.000,0.000,0.000,0.000
95,0.062,0.018,1.498,1.726,0.000,0.000,0.000,0.000
96,0.070,0.018,1.496,1.728,0.000,0.000,0.000,0.000
97,0.074,0.016,1.496,1.726,0.000,0.000,0.000,0.000
98,0.076,0.004,1.496,1.726,0.000,0.000,0.000,0.000
99,0.082,0.014,1.500,1.726,0.000,0.000,0.000,0.000
100,0.078,-0.004,1.498,1.726,0.000,0.000,0.000,0.000
101,0.084,0.012,1.498,1.726,0.000,0.000,0.000,0.000
102,0.098,0.040,1.496,1.728,0.000,0.000,0.000,0.000
103,0.068,-0.082,1.496,1.728,0.000,0.000,0.000,0.000
104,0.054,-0.020,1.496,1.726,0.000,0.000,0.000,0.000
105,0.070,0.032,1.496,1.726,0.000,0.000,0.000,0.000
106,0.080,0.020,1.498,1.724,0.000,0.000,0.000,0.000
107,0.086,0.020,1.496,1.726,0.000,0.000,0.000,0.000
108,0.082,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
109,0.078,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
110,0.078,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
111,0.080,0.006,1.498,1.726,0.000,0.000,0.000,0.000
112,0.076,0.006,1.496,1.728,0.000,0.000,0.000,0.000
113,0.080,-0.002,1.498,1.726,0.000,0.000,0.000,0.000
114,0.078,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
115,0.074,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
116,0.066,-0.018,1.498,1.728,0.000,0.000,0.000,0.000
117,0.062,-0.014,1.498,1.728,0.000,0.000,0.000,0.000
118,0.060,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
119,0.060,0.000,1.496,1.728,0.000,0.000,0.000,0.000
120,0.062,0.012,1.492,1.728,0.000,0.000,0.000,0.000
121,0.066,0.004,1.496,1.728,0.000,0.000,0.000,0.000
122,0.066,0.004,1.496,1.728,0.000,0.000,0.000,0.000
123,0.068,0.006,1.498,1.726,0.000,0.000,0.000,0.000
124,0.062,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
125,0.070,0.018,1.506,1.726,0.000,0.000,0.000,0.000
126,0.082,0.030,1.496,1.720,0.000,0.000,0.000,0.000
127,0.028,-0.172,1.496,1.728,0.000,0.000,0.000,0.000
128,-0.032,-0.110,1.498,1.728,0.000,0.000,0.000,0.000
129,-0.026,-0.012,1.498,1.728,0.000,0.000,0.000,0.000
130,-0.042,-0.042,1.498,1.724,0.000,0.000,0.000,0.000
131,-0.070,-0.092,1.498,1.724,0.000,0.000,0.000,0.000
132,-0.106,-0.074,1.498,1.726,0.000,0.000,0.000,0.000
133,-0.112,-0.034,1.498,1.726,0.000,0.000,0.000,0.000
134,-0.126,-0.036,1.496,1.728,0.000,0.000,0.000,0.000
135,-0.104,0.056,1.498,1.726,0.000,0.000,0.000,0.000
136,-0.066,0.098,1.496,1.726,0.000,0.000,0.000,0.000
137,-0.034,0.072,1.496,1.728,0.000,0.000,0.000,0.000
138,-0.044,-0.022,1.496,1.726,0.000,0.000,0.000,0.000
139,-0.064,-0.032,1.496,1.728,0.000,0.000,0.000,0.000
140,-0.066,-0.024,1.496,1.726,0.000,0.000,0.000,0.000
141,-0.128,-0.160,1.496,1.728,0.000,0.000,0.000,0.000
142,-0.146,-0.032,1.496,1.726,0.000,0.000,0.000,0.000
143,-0.106,0.094,1.496,1.726,0.000,0.000,0.000,0.000
144,-0.066,0.102,1.498,1.728,0.000,0.000,0.000,0.000
145,-0.052,0.036,1.496,1.726,0.000,0.000,0.000,0.000
146,-0.070,-0.042,1.496,1.730,0.000,0.000,0.000,0.000
147,-0.072,0.000,1.498,1.728,0.000,0.000,0.000,0.000
148,-0.062,0.028,1.496,1.728,0.000,0.000,0.000,0.000
149,-0.048,0.048,1.498,1.726,0.000,0.000,0.000,0.000
150,-0.020,0.062,1.496,1.726,0.000,0.000,0.000,0.000
151,-0.050,-0.104,1.496,1.728,0.000,0.000,0.000,0.000
152,-0.118,-0.138,1.498,1.728,0.000,0.000,0.000,0.000
153,-0.096,0.046,1.498,1.728,0.000,0.000,0.000,0.000
154,-0.100,-0.030,1.498,1.728,0.000,0.000,0.000,0.000
155,-0.140,-0.104,1.498,1.728,0.000,0.000,0.000,0.000
156,-0.176,-0.086,1.496,1.728,0.000,0.000,0.000,0.000
157,-0.172,-0.008,1.498,1.728,0.000,0.000,0.000,0.000
158,-0.200,-0.082,1.498,1.730,0.000,0.000,0.000,0.000
159,-0.194,0.026,1.498,1.726,0.000,0.000,0.000,0.000
160,-0.144,0.128,1.498,1.726,0.000,0.000,0.000,0.000
161,-0.100,0.116,1.494,1.728,0.000,0.000,0.000,0.000
162,-0.072,0.082,1.496,1.726,0.000,0.000,0.000,0.000
163,-0.058,0.034,1.496,1.728,0.000,0.000,0.000,0.000
164,-0.096,-0.098,1.496,1.726,0.000,0.000,0.000,0.000
165,-0.118,-0.034,1.498,1.726,0.000,0.000,0.000,0.000
166,-0.090,0.064,1.498,1.726,0.000,0.000,0.000,0.000
167,-0.062,0.072,1.496,1.728,0.000,0.000,0.000,0.000
168,-0.042,0.054,1.498,1.728,0.000,0.000,0.000,0.000
169,-0.030,0.032,1.496,1.728,0.000,0.000,0.000,0.000
170,-0.070,-0.104,1.498,1.726,0.000,0.000,0.000,0.000
171,-0.092,-0.036,1.498,1.728,0.000,0.000,0.000,0.000
172,-0.062,0.074,1.500,1.726,0.000,0.000,0.000,0.000
173,-0.030,0.078,1.496,1.728,0.000,0.000,0.000,0.000
174,-0.012,0.058,1.498,1.728,0.000,0.000,0.000,0.000
175,0.006,0.044,1.498,1.728,0.000,0.000,0.000,0.000
176,0.008,0.006,1.496,1.726,0.000,0.000,0.000,0.000
177,-0.002,-0.016,1.498,1.726,0.000,0.000,0.000,0.000
178,0.006,0.022,1.496,1.726,0.000,0.000,0.000,0.000
179,0.018,0.034,1.496,1.728,0.000,0.000,0.000,0.000
180,0.018,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
181,0.002,-0.046,1.498,1.726,0.000,0.000,0.000,0.000
182,-0.014,-0.026,1.496,1.726,0.000,0.000,0.000,0.000
183,0.002,0.042,1.496,1.726,0.000,0.000,0.000,0.000
184,0.024,0.052,1.498,1.724,0.000,0.000,0.000,0.000
185,0.036,0.036,1.496,1.728,0.000,0.000,0.000,0.000
186,0.044,0.028,1.496,1.726,0.000,0.000,0.000,0.000
187,0.046,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
188,-0.070,-0.288,1.496,1.726,0.000,0.000,0.000,0.000
189,-0.102,-0.070,1.498,1.726,0.000,0.000,0.000,0.000
190,-0.056,0.100,1.498,1.728,0.000,0.000,0.000,0.000
191,-0.016,0.096,1.498,1.724,0.000,0.000,0.000,0.000
192,0.004,0.052,1.498,1.722,0.000,0.000,0.000,0.000
193,0.012,0.032,1.494,1.726,0.000,0.000,0.000,0.000
194,0.012,-0.008,1.498,1.730,0.000,0.000,0.000,0.000
195,0.000,-0.012,1.494,1.726,0.000,0.000,0.000,0.000
196,0.010,0.020,1.500,1.724,0.000,0.000,0.000,0.000
197,0.022,0.032,1.498,1.728,0.000,0.000,0.000,0.000
198,0.030,0.018,1.498,1.728,0.000,0.000,0.000,0.000
199,-0.022,-0.152,1.498,1.726,0.000,0.000,0.000,0.000
200,-0.078,-0.108,1.498,1.734,0.000,0.000,0.000,0.000
201,-0.052,0.054,1.498,1.728,0.000,0.000,0.000,0.000
202,-0.018,0.082,1.498,1.728,0.000,0.000,0.000,0.000
203,0.006,0.062,1.498,1.726,0.000,0.000,0.000,0.000
204,0.022,0.042,1.498,1.728,0.000,0.000,0.000,0.000
205,0.024,0.002,1.496,1.728,0.000,0.000,0.000,0.000
206,-0.046,-0.188,1.500,1.726,0.000,0.000,0.000,0.000
207,-0.086,-0.072,1.498,1.726,0.000,0.000,0.000,0.000
208,-0.054,0.068,1.498,1.720,0.000,0.000,0.000,0.000
209,-0.018,0.088,1.496,1.726,0.000,0.000,0.000,0.000
210,-0.002,0.034,1.498,1.728,0.000,0.000,0.000,0.000
211,-0.010,-0.008,1.500,1.728,0.000,0.000,0.000,0.000
212,-0.002,0.026,1.498,1.724,0.000,0.000,0.000,0.000
213,0.012,0.034,1.496,1.726,0.000,0.000,0.000,0.000
214,0.024,0.030,1.498,1.726,0.000,0.000,0.000,0.000
215,0.032,0.024,1.498,1.728,0.000,0.000,0.000,0.000
216,0.040,0.026,1.496,1.726,0.000,0.000,0.000,0.000
217,0.046,0.014,1.498,1.728,0.000,0.000,0.000,0.000
218,-0.004,-0.150,1.496,1.728,0.000,0.000,0.000,0.000
219,-0.060,-0.104,1.498,1.726,0.000,0.000,0.000,0.000
220,-0.036,0.048,1.496,1.726,0.000,0.000,0.000,0.000
221,-0.002,0.080,1.496,1.728,0.000,0.000,0.000,0.000
222,0.022,0.066,1.496,1.726,0.000,0.000,0.000,0.000
223,0.024,-0.004,1.496,1.728,0.000,0.000,0.000,0.000
224,-0.014,-0.084,1.496,1.726,0.000,0.000,0.000,0.000
225,-0.018,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
226,0.002,0.046,1.496,1.726,0.000,0.000,0.000,0.000
227,0.020,0.048,1.496,1.726,0.000,0.000,0.000,0.000
228,0.036,0.040,1.498,1.726,0.000,0.000,0.000,0.000
229,0.036,0.000,1.496,1.728,0.000,0.000,0.000,0.000
230,-0.016,-0.136,1.496,1.726,0.000,0.000,0.000,0.000
231,-0.034,-0.032,1.496,1.726,0.000,0.000,0.000,0.000
232,-0.008,0.054,1.496,1.724,0.000,0.000,0.000,0.000
233,0.006,0.038,1.498,1.728,0.000,0.000,0.000,0.000
234,0.018,0.034,1.498,1.726,0.000,0.000,0.000,0.000
235,0.026,0.020,1.498,1.724,0.000,0.000,0.000,0.000
236,-0.002,-0.076,1.498,1.728,0.000,0.000,0.000,0.000
237,-0.024,-0.032,1.496,1.726,0.000,0.000,0.000,0.000
238,-0.006,0.028,1.498,1.726,0.000,0.000,0.000,0.000
239,0.010,0.042,1.500,1.722,0.000,0.000,0.000,0.000
240,0.024,0.038,1.498,1.726,0.000,0.000,0.000,0.000
241,-0.010,-0.120,1.496,1.724,0.000,0.000,0.000,0.000
242,-0.088,-0.160,1.498,1.726,0.000,0.000,0.000,0.000
243,-0.074,0.034,1.496,1.728,0.000,0.000,0.000,0.000
244,-0.038,0.080,1.498,1.726,0.000,0.000,0.000,0.000
245,-0.014,0.058,1.498,1.728,0.000,0.000,0.000,0.000
246,-0.006,0.016,1.496,1.726,0.000,0.000,0.000,0.000
247,-0.028,-0.042,1.498,1.728,0.000,0.000,0.000,0.000
248,-0.026,0.008,1.498,1.728,0.000,0.000,0.000,0.000
249,-0.040,-0.060,1.498,1.726,0.000,0.000,0.000,0.000
250,-0.096,-0.122,1.496,1.726,0.000,0.000,0.000,0.000
251,-0.082,0.032,1.496,1.726,0.000,0.000,0.000,0.000
252,-0.048,0.080,1.496,1.728,0.000,0.000,0.000,0.000
253,-0.026,0.056,1.498,1.728,0.000,0.000,0.000,0.000
254,-0.026,0.004,1.496,1.726,0.000,0.000,0.000,0.000
255,-0.022,0.012,1.498,1.726,0.000,0.000,0.000,0.000
256,-0.010,0.034,1.498,1.726,0.000,0.000,0.000,0.000
257,0.004,0.042,1.498,1.728,0.000,0.000,0.000,0.000
258,0.016,0.028,1.496,1.728,0.000,0.000,0.000,0.000
259,0.022,0.020,1.498,1.728,0.000,0.000,0.000,0.000
260,0.026,0.018,1.496,1.726,0.000,0.000,0.000,0.000
261,0.026,-0.002,1.496,1.728,0.000,0.000,0.000,0.000
262,0.022,-0.004,1.498,1.728,0.000,0.000,0.000,0.000
263,0.028,0.014,1.496,1.728,0.000,0.000,0.000,0.000
264,0.036,0.022,1.498,1.728,0.000,0.000,0.000,0.000
265,0.028,-0.038,1.496,1.726,0.000,0.000,0.000,0.000
266,-0.034,-0.152,1.496,1.726,0.000,0.000,0.000,0.000
267,-0.062,-0.054,1.498,1.726,0.000,0.000,0.000,0.000
268,-0.036,0.056,1.498,1.726,0.000,0.000,0.000,0.000
269,-0.034,-0.004,1.498,1.726,0.000,0.000,0.000,0.000
270,-0.050,-0.044,1.498,1.728,0.000,0.000,0.000,0.000
271,-0.096,-0.124,1.496,1.728,0.000,0.000,0.000,0.000
272,-0.152,-0.144,1.496,1.726,0.000,0.000,0.000,0.000
273,-0.148,0.016,1.496,1.728,0.000,0.000,0.000,0.000
274,-0.102,0.110,1.498,1.728,0.000,0.000,0.000,0.000
275,-0.064,0.098,1.496,1.728,0.000,0.000,0.000,0.000
276,-0.040,0.068,1.498,1.726,0.000,0.000,0.000,0.000
277,-0.074,-0.124,1.498,1.726,0.000,0.000,0.000,0.000
278,-0.182,-0.242,1.496,1.728,0.000,0.000,0.000,0.000
279,-0.180,0.000,1.498,1.726,0.000,0.000,0.000,0.000
280,-0.134,0.098,1.496,1.726,0.000,0.000,0.000,0.000
281,-0.106,0.076,1.498,1.728,0.000,0.000,0.000,0.000
282,-0.084,0.068,1.498,1.726,0.000,0.000,0.000,0.000
283,-0.088,-0.032,1.496,1.722,0.000,0.000,0.000,0.000
284,-0.146,-0.122,1.496,1.728,0.000,0.000,0.000,0.000
285,-0.158,-0.034,1.496,1.726,0.000,0.000,0.000,0.000
286,-0.134,0.052,1.498,1.728,0.000,0.000,0.000,0.000
287,-0.108,0.066,1.496,1.726,0.000,0.000,0.000,0.000
288,-0.084,0.070,1.498,1.728,0.000,0.000,0.000,0.000
289,-0.066,0.054,1.496,1.726,0.000,0.000,0.000,0.000
290,-0.050,0.044,1.498,1.726,0.000,0.000,0.000,0.000
291,-0.042,0.026,1.498,1.726,0.000,0.000,0.000,0.000
292,-0.032,0.024,1.500,1.728,0.000,0.000,0.000,0.000
293,-0.022,0.036,1.498,1.726,0.000,0.000,0.000,0.000
294,-0.012,0.028,1.496,1.726,0.000,0.000,0.000,0.000
295,-0.014,-0.018,1.496,1.726,0.000,0.000,0.000,0.000
296,-0.084,-0.170,1.496,1.726,0.000,0.000,0.000,0.000
297,-0.118,-0.074,1.496,1.728,0.000,0.000,0.000,0.000
298,-0.092,0.054,1.496,1.728,0.000,0.000,0.000,0.000
299,-0.056,0.094,1.498,1.728,0.000,0.000,0.000,0.000
300,-0.030,0.070,1.496,1.728,0.000,0.000,0.000,0.000
301,-0.016,0.042,1.496,1.728,0.000,0.000,0.000,0.000
302,-0.004,0.032,1.496,1.728,0.000,0.000,0.000,0.000
303,0.000,0.018,1.498,1.728,0.000,0.000,0.000,0.000
304,0.006,0.018,1.496,1.726,0.000,0.000,0.000,0.000
305,0.012,0.016,1.498,1.726,0.000,0.000,0.000,0.000
306,0.016,0.016,1.498,1.728,0.000,0.000,0.000,0.000
307,0.020,0.004,1.496,1.728,0.000,0.000,0.000,0.000
308,-0.014,-0.084,1.496,1.728,0.000,0.000,0.000,0.000
309,-0.024,-0.024,1.498,1.726,0.000,0.000,0.000,0.000
310,-0.016,0.016,1.498,1.726,0.000,0.000,0.000,0.000
311,-0.002,0.042,1.496,1.728,0.000,0.000,0.000,0.000
312,0.010,0.030,1.498,1.728,0.000,0.000,0.000,0.000
313,0.014,0.018,1.498,1.728,0.000,0.000,0.000,0.000
314,0.026,0.024,1.496,1.726,0.000,0.000,0.000,0.000
315,0.030,0.020,1.496,1.726,0.000,0.000,0.000,0.000
316,0.034,0.012,1.496,1.724,0.000,0.000,0.000,0.000
317,0.036,0.012,1.496,1.728,0.000,0.000,0.000,0.000
318,0.042,0.010,1.498,1.726,0.000,0.000,0.000,0.000
319,0.042,-0.002,1.508,1.728,0.000,0.000,0.000,0.000
320,0.014,-0.066,1.496,1.726,0.000,0.000,0.000,0.000
321,0.006,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
322,0.020,0.028,1.496,1.728,0.000,0.000,0.000,0.000
323,0.030,0.030,1.496,1.726,0.000,0.000,0.000,0.000
324,0.040,0.024,1.496,1.728,0.000,0.000,0.000,0.000
325,0.034,-0.020,1.498,1.728,0.000,0.000,0.000,0.000
326,-0.010,-0.100,1.490,1.724,0.000,0.000,0.000,0.000
327,-0.008,0.012,1.494,1.726,0.000,0.000,0.000,0.000
328,0.014,0.046,1.498,1.726,0.000,0.000,0.000,0.000
329,0.028,0.040,1.496,1.728,0.000,0.000,0.000,0.000
330,0.038,0.024,1.498,1.726,0.000,0.000,0.000,0.000
331,0.040,0.008,1.498,1.728,0.000,0.000,0.000,0.000
332,0.036,-0.004,1.498,1.728,0.000,0.000,0.000,0.000
333,0.032,-0.012,1.498,1.728,0.000,0.000,0.000,0.000
334,0.028,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
335,0.028,0.002,1.498,1.726,0.000,0.000,0.000,0.000
336,0.032,0.016,1.496,1.728,0.000,0.000,0.000,0.000
337,0.012,-0.074,1.496,1.726,0.000,0.000,0.000,0.000
338,-0.030,-0.080,1.498,1.728,0.000,0.000,0.000,0.000
339,-0.016,0.030,1.498,1.728,0.000,0.000,0.000,0.000
340,0.006,0.046,1.498,1.726,0.000,0.000,0.000,0.000
341,0.018,0.034,1.498,1.726,0.000,0.000,0.000,0.000
342,0.024,0.016,1.498,1.726,0.000,0.000,0.000,0.000
343,0.026,0.012,1.498,1.728,0.000,0.000,0.000,0.000
344,0.030,0.010,1.498,1.728,0.000,0.000,0.000,0.000
345,0.032,0.004,1.496,1.726,0.000,0.000,0.000,0.000
346,0.034,0.008,1.496,1.726,0.000,0.000,0.000,0.000
347,0.038,0.010,1.496,1.728,0.000,0.000,0.000,0.000
348,0.042,0.016,1.496,1.724,0.000,0.000,0.000,0.000
349,0.046,0.008,1.494,1.728,0.000,0.000,0.000,0.000
350,0.018,-0.076,1.496,1.726,0.000,0.000,0.000,0.000
351,-0.008,-0.058,1.496,1.728,0.000,0.000,0.000,0.000
352,-0.008,0.004,1.496,1.728,0.000,0.000,0.000,0.000
353,0.008,0.032,1.496,1.726,0.000,0.000,0.000,0.000
354,0.010,0.002,1.496,1.724,0.000,0.000,0.000,0.000
355,0.010,-0.004,1.496,1.728,0.000,0.000,0.000,0.000
356,0.012,0.018,1.498,1.728,0.000,0.000,0.000,0.000
357,0.012,-0.004,1.498,1.728,0.000,0.000,0.000,0.000
358,-0.002,-0.032,1.498,1.728,0.000,0.000,0.000,0.000
359,0.000,0.004,1.496,1.726,0.000,0.000,0.000,0.000
360,0.010,0.026,1.498,1.726,0.000,0.000,0.000,0.000
361,0.012,0.000,1.498,1.728,0.000,0.000,0.000,0.000
362,0.004,-0.012,1.498,1.728,0.000,0.000,0.000,0.000
363,0.006,0.002,1.496,1.728,0.000,0.000,0.000,0.000
364,0.008,0.008,1.496,1.726,0.000,0.000,0.000,0.000
365,0.012,0.014,1.496,1.726,0.000,0.000,0.000,0.000
366,0.024,0.024,1.498,1.724,0.000,0.000,0.000,0.000
367,0.022,0.006,1.496,1.728,0.000,0.000,0.000,0.000
368,0.018,-0.022,1.496,1.728,0.000,0.000,0.000,0.000
369,-0.008,-0.054,1.498,1.728,0.000,0.000,0.000,0.000
370,-0.004,0.010,1.498,1.724,0.000,0.000,0.000,0.000
371,0.008,0.028,1.498,1.726,0.000,0.000,0.000,0.000
372,0.012,0.004,1.498,1.728,0.000,0.000,0.000,0.000
373,-0.036,-0.130,1.498,1.726,0.000,0.000,0.000,0.000
374,-0.070,-0.070,1.496,1.726,0.000,0.000,0.000,0.000
375,-0.050,0.048,1.496,1.726,0.000,0.000,0.000,0.000
376,-0.024,0.060,1.496,1.728,0.000,0.000,0.000,0.000
377,-0.010,0.040,1.496,1.726,0.000,0.000,0.000,0.000
378,0.000,0.028,1.496,1.726,0.000,0.000,0.000,0.000
379,0.006,0.016,1.498,1.728,0.000,0.000,0.000,0.000
380,-0.010,-0.042,1.498,1.726,0.000,0.000,0.000,0.000
381,-0.036,-0.056,1.498,1.728,0.000,0.000,0.000,0.000
382,-0.030,0.014,1.496,1.726,0.000,0.000,0.000,0.000
383,-0.016,0.032,1.496,1.728,0.000,0.000,0.000,0.000
384,-0.010,0.024,1.498,1.728,0.000,0.000,0.000,0.000
385,0.000,0.024,1.496,1.724,0.000,0.000,0.000,0.000
386,0.000,0.000,1.496,1.726,0.000,0.000,0.000,0.000
387,-0.002,0.000,1.496,1.726,0.000,0.000,0.000,0.000
388,0.002,0.006,1.496,1.726,0.000,0.000,0.000,0.000
389,0.004,0.010,1.498,1.726,0.000,0.000,0.000,0.000
390,0.012,0.020,1.496,1.726,0.000,0.000,0.000,0.000
391,0.014,0.006,1.496,1.726,0.000,0.000,0.000,0.000
392,0.016,0.002,1.496,1.728,0.000,0.000,0.000,0.000
393,0.016,0.006,1.498,1.728,0.000,0.000,0.000,0.000
394,0.018,0.004,1.496,1.728,0.000,0.000,0.000,0.000
