Filetype,Mod-002
Title,
Name,
Date,2025-08-01
Begin,10:34:40
End,11:1:0
Time Range, 0:26:20
Comment,


Measurement Record
Time_Sec,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
85,0.174,0.026,1.498,1.726,0.000,0.000,0.000,0.000
86,0.164,-0.024,1.498,1.726,0.000,0.000,0.000,0.000
87,0.156,-0.024,1.494,1.728,0.000,0.000,0.000,0.000
88,0.146,-0.022,1.496,1.728,0.000,0.000,0.000,0.000
89,0.146,0.006,1.496,1.728,0.000,0.000,0.000,0.000
90,0.156,0.024,1.496,1.726,0.000,0.000,0.000,0.000
91,0.148,-0.024,1.494,1.726,0.000,0.000,0.000,0.000
92,0.136,-0.018,1.498,1.726,0.000,0.000,0.000,0.000
93,0.140,0.000,1.498,1.728,0.000,0.000,0.000,0.000
94,0.118,-0.056,1.496,1.728,0.000,0.000,0.000,0.000
95,0.110,-0.016,1.494,1.726,0.000,0.000,0.000,0.000
96,0.114,0.008,1.496,1.728,0.000,0.000,0.000,0.000
97,0.118,0.006,1.498,1.726,0.000,0.000,0.000,0.000
98,0.118,0.006,1.498,1.726,0.000,0.000,0.000,0.000
99,0.120,0.004,1.496,1.726,0.000,0.000,0.000,0.000
100,0.112,-0.028,1.496,1.734,0.000,0.000,0.000,0.000
101,0.076,-0.092,1.496,1.728,0.000,0.000,0.000,0.000
102,0.038,-0.098,1.498,1.728,0.000,0.000,0.000,0.000
103,0.032,-0.020,1.496,1.726,0.000,0.000,0.000,0.000
104,0.048,0.040,1.498,1.730,0.000,0.000,0.000,0.000
105,0.062,0.030,1.496,1.728,0.000,0.000,0.000,0.000
106,0.056,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
107,0.068,0.030,1.496,1.726,0.000,0.000,0.000,0.000
108,0.080,0.030,1.494,1.726,0.000,0.000,0.000,0.000
109,0.080,0.002,1.496,1.726,0.000,0.000,0.000,0.000
110,0.084,0.012,1.496,1.726,0.000,0.000,0.000,0.000
111,0.080,-0.010,1.498,1.728,0.000,0.000,0.000,0.000
112,0.078,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
113,0.082,0.020,1.498,1.728,0.000,0.000,0.000,0.000
114,0.086,0.010,1.498,1.728,0.000,0.000,0.000,0.000
115,0.088,0.010,1.498,1.726,0.000,0.000,0.000,0.000
116,0.088,0.000,1.496,1.726,0.000,0.000,0.000,0.000
117,0.098,0.002,1.498,1.726,0.000,0.000,0.000,0.000
118,0.088,0.008,1.498,1.726,0.000,0.000,0.000,0.000
119,0.094,0.012,1.496,1.728,0.000,0.000,0.000,0.000
120,0.090,-0.008,1.498,1.726,0.000,0.000,0.000,0.000
121,0.092,0.010,1.496,1.728,0.000,0.000,0.000,0.000
122,0.098,0.018,1.496,1.728,0.000,0.000,0.000,0.000
123,0.094,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
124,0.088,-0.010,1.494,1.726,0.000,0.000,0.000,0.000
125,0.084,-0.016,1.498,1.726,0.000,0.000,0.000,0.000
126,0.082,0.002,1.496,1.724,0.000,0.000,0.000,0.000
127,0.096,0.034,1.496,1.728,0.000,0.000,0.000,0.000
128,0.100,0.014,1.496,1.728,0.000,0.000,0.000,0.000
129,0.106,0.020,1.496,1.726,0.000,0.000,0.000,0.000
130,0.114,0.024,1.496,1.726,0.000,0.000,0.000,0.000
131,0.120,0.018,1.496,1.728,0.000,0.000,0.000,0.000
132,0.118,-0.008,1.496,1.728,0.000,0.000,0.000,0.000
133,0.102,-0.036,1.498,1.726,0.000,0.000,0.000,0.000
134,0.104,0.006,1.496,1.728,0.000,0.000,0.000,0.000
135,0.114,0.020,1.496,1.728,0.000,0.000,0.000,0.000
136,0.108,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
137,0.104,-0.006,1.498,1.728,0.000,0.000,0.000,0.000
138,0.102,-0.010,1.498,1.726,0.000,0.000,0.000,0.000
139,0.104,0.008,1.496,1.728,0.000,0.000,0.000,0.000
140,0.106,0.008,1.498,1.724,0.000,0.000,0.000,0.000
141,0.108,0.006,1.500,1.726,0.000,0.000,0.000,0.000
142,0.110,0.000,1.498,1.722,0.000,0.000,0.000,0.000
143,0.108,0.000,1.498,1.726,0.000,0.000,0.000,0.000
144,0.108,0.004,1.496,1.726,0.000,0.000,0.000,0.000
145,0.110,0.004,1.496,1.726,0.000,0.000,0.000,0.000
146,0.114,0.008,1.498,1.726,0.000,0.000,0.000,0.000
147,0.106,-0.018,1.496,1.726,0.000,0.000,0.000,0.000
148,0.094,-0.024,1.498,1.726,0.000,0.000,0.000,0.000
149,0.100,0.008,1.496,1.726,0.000,0.000,0.000,0.000
150,0.106,0.018,1.496,1.728,0.000,0.000,0.000,0.000
151,0.106,0.004,1.498,1.730,0.000,0.000,0.000,0.000
152,0.110,0.014,1.496,1.726,0.000,0.000,0.000,0.000
153,0.110,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
154,0.106,-0.002,1.496,1.722,0.000,0.000,0.000,0.000
155,0.114,0.022,1.496,1.728,0.000,0.000,0.000,0.000
156,0.122,0.022,1.496,1.726,0.000,0.000,0.000,0.000
157,0.128,0.010,1.498,1.728,0.000,0.000,0.000,0.000
158,0.128,0.008,1.496,1.726,0.000,0.000,0.000,0.000
159,0.126,-0.006,1.498,1.728,0.000,0.000,0.000,0.000
160,0.120,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
161,0.124,0.008,1.496,1.728,0.000,0.000,0.000,0.000
162,0.130,0.016,1.496,1.724,0.000,0.000,0.000,0.000
163,0.128,-0.002,1.496,1.728,0.000,0.000,0.000,0.000
164,0.118,-0.024,1.494,1.726,0.000,0.000,0.000,0.000
165,0.114,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
166,0.120,0.014,1.496,1.726,0.000,0.000,0.000,0.000
167,0.128,0.022,1.494,1.726,0.000,0.000,0.000,0.000
168,0.132,0.008,1.498,1.726,0.000,0.000,0.000,0.000
169,0.128,-0.006,1.496,1.728,0.000,0.000,0.000,0.000
170,0.130,0.010,1.496,1.728,0.000,0.000,0.000,0.000
171,0.136,0.014,1.498,1.726,0.000,0.000,0.000,0.000
172,0.140,0.014,1.496,1.726,0.000,0.000,0.000,0.000
173,0.140,0.000,1.494,1.724,0.000,0.000,0.000,0.000
174,0.130,-0.022,1.496,1.726,0.000,0.000,0.000,0.000
175,0.130,0.002,1.498,1.726,0.000,0.000,0.000,0.000
176,0.136,0.016,1.498,1.728,0.000,0.000,0.000,0.000
177,0.142,0.010,1.496,1.726,0.000,0.000,0.000,0.000
178,0.142,0.008,1.496,1.726,0.000,0.000,0.000,0.000
179,0.138,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
180,0.134,-0.008,1.498,1.726,0.000,0.000,0.000,0.000
181,0.136,0.012,1.498,1.726,0.000,0.000,0.000,0.000
182,0.144,0.018,1.496,1.726,0.000,0.000,0.000,0.000
183,0.148,0.012,1.496,1.726,0.000,0.000,0.000,0.000
184,0.148,0.006,1.494,1.726,0.000,0.000,0.000,0.000
185,0.146,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
186,0.130,-0.040,1.498,1.728,0.000,0.000,0.000,0.000
187,0.128,-0.002,1.494,1.726,0.000,0.000,0.000,0.000
188,0.132,0.006,1.498,1.726,0.000,0.000,0.000,0.000
189,0.136,0.014,1.496,1.726,0.000,0.000,0.000,0.000
190,0.140,0.016,1.494,1.728,0.000,0.000,0.000,0.000
191,0.146,0.012,1.496,1.734,0.000,0.000,0.000,0.000
192,0.136,-0.024,1.496,1.726,0.000,0.000,0.000,0.000
193,0.134,0.002,1.496,1.726,0.000,0.000,0.000,0.000
194,0.144,0.024,1.498,1.726,0.000,0.000,0.000,0.000
195,0.152,0.018,1.494,1.728,0.000,0.000,0.000,0.000
196,0.154,0.012,1.498,1.728,0.000,0.000,0.000,0.000
197,0.154,0.002,1.498,1.728,0.000,0.000,0.000,0.000
198,0.154,0.000,1.496,1.726,0.000,0.000,0.000,0.000
199,0.150,-0.012,1.498,1.728,0.000,0.000,0.000,0.000
200,0.146,-0.004,1.496,1.728,0.000,0.000,0.000,0.000
201,0.152,0.018,1.496,1.728,0.000,0.000,0.000,0.000
202,0.158,0.014,1.496,1.726,0.000,0.000,0.000,0.000
203,0.150,-0.022,1.498,1.728,0.000,0.000,0.000,0.000
204,0.134,-0.038,1.498,1.728,0.000,0.000,0.000,0.000
205,0.132,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
206,0.142,0.028,1.496,1.728,0.000,0.000,0.000,0.000
207,0.154,0.028,1.496,1.728,0.000,0.000,0.000,0.000
208,0.160,0.020,1.496,1.728,0.000,0.000,0.000,0.000
209,0.162,0.008,1.496,1.726,0.000,0.000,0.000,0.000
210,0.162,0.006,1.498,1.728,0.000,0.000,0.000,0.000
211,0.160,0.002,1.498,1.728,0.000,0.000,0.000,0.000
212,0.160,0.000,1.498,1.728,0.000,0.000,0.000,0.000
213,0.160,0.008,1.496,1.728,0.000,0.000,0.000,0.000
214,0.156,-0.018,1.498,1.728,0.000,0.000,0.000,0.000
215,0.120,-0.100,1.496,1.726,0.000,0.000,0.000,0.000
216,0.082,-0.078,1.498,1.726,0.000,0.000,0.000,0.000
217,0.090,0.002,1.498,1.726,0.000,0.000,0.000,0.000
218,0.096,0.024,1.498,1.728,0.000,0.000,0.000,0.000
219,0.120,0.052,1.496,1.726,0.000,0.000,0.000,0.000
220,0.130,0.028,1.496,1.726,0.000,0.000,0.000,0.000
221,0.136,0.028,1.498,1.726,0.000,0.000,0.000,0.000
222,0.146,0.024,1.498,1.728,0.000,0.000,0.000,0.000
223,0.154,0.028,1.496,1.726,0.000,0.000,0.000,0.000
224,0.162,0.022,1.498,1.726,0.000,0.000,0.000,0.000
225,0.166,0.016,1.498,1.726,0.000,0.000,0.000,0.000
226,0.168,0.006,1.496,1.726,0.000,0.000,0.000,0.000
227,0.162,-0.016,1.498,1.726,0.000,0.000,0.000,0.000
228,0.150,-0.026,1.498,1.728,0.000,0.000,0.000,0.000
229,0.146,-0.010,1.498,1.728,0.000,0.000,0.000,0.000
230,0.148,0.004,1.498,1.728,0.000,0.000,0.000,0.000
231,0.152,0.010,1.496,1.726,0.000,0.000,0.000,0.000
232,0.154,0.008,1.498,1.728,0.000,0.000,0.000,0.000
233,0.158,0.010,1.498,1.724,0.000,0.000,0.000,0.000
234,0.154,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
235,0.158,0.008,1.496,1.726,0.000,0.000,0.000,0.000
236,0.164,0.020,1.496,1.726,0.000,0.000,0.000,0.000
237,0.168,0.012,1.496,1.728,0.000,0.000,0.000,0.000
238,0.172,0.012,1.498,1.726,0.000,0.000,0.000,0.000
239,0.172,0.008,1.494,1.728,0.000,0.000,0.000,0.000
240,0.184,0.012,1.498,1.726,0.000,0.000,0.000,0.000
241,0.186,0.020,1.498,1.726,0.000,0.000,0.000,0.000
242,0.188,0.010,1.498,1.728,0.000,0.000,0.000,0.000
243,0.188,0.006,1.496,1.728,0.000,0.000,0.000,0.000
244,0.192,0.010,1.496,1.724,0.000,0.000,0.000,0.000
245,0.194,0.008,1.498,1.728,0.000,0.000,0.000,0.000
246,0.198,0.014,1.496,1.728,0.000,0.000,0.000,0.000
247,0.200,0.014,1.496,1.728,0.000,0.000,0.000,0.000
248,0.204,0.008,1.498,1.728,0.000,0.000,0.000,0.000
249,0.192,-0.028,1.496,1.728,0.000,0.000,0.000,0.000
250,0.180,-0.032,1.496,1.728,0.000,0.000,0.000,0.000
251,0.148,-0.090,1.498,1.726,0.000,0.000,0.000,0.000
252,0.126,-0.056,1.496,1.724,0.000,0.000,0.000,0.000
253,0.132,0.020,1.496,1.724,0.000,0.000,0.000,0.000
254,0.158,0.062,1.496,1.726,0.000,0.000,0.000,0.000
255,0.176,0.052,1.496,1.728,0.000,0.000,0.000,0.000
256,0.172,-0.024,1.496,1.728,0.000,0.000,0.000,0.000
257,0.142,-0.064,1.496,1.726,0.000,0.000,0.000,0.000
258,0.132,-0.032,1.498,1.726,0.000,0.000,0.000,0.000
259,0.110,-0.060,1.496,1.726,0.000,0.000,0.000,0.000
260,0.104,-0.012,1.498,1.726,0.000,0.000,0.000,0.000
261,0.116,0.022,1.496,1.728,0.000,0.000,0.000,0.000
262,0.120,0.016,1.496,1.722,0.000,0.000,0.000,0.000
263,0.112,-0.032,1.496,1.726,0.000,0.000,0.000,0.000
264,0.060,-0.136,1.498,1.728,0.000,0.000,0.000,0.000
265,0.034,-0.056,1.496,1.726,0.000,0.000,0.000,0.000
266,0.050,0.028,1.496,1.726,0.000,0.000,0.000,0.000
267,0.066,0.036,1.496,1.726,0.000,0.000,0.000,0.000
268,0.072,0.014,1.498,1.726,0.000,0.000,0.000,0.000
269,0.070,-0.006,1.494,1.728,0.000,0.000,0.000,0.000
270,0.052,-0.050,1.498,1.728,0.000,0.000,0.000,0.000
271,0.024,-0.064,1.498,1.726,0.000,0.000,0.000,0.000
272,0.030,0.012,1.498,1.724,0.000,0.000,0.000,0.000
273,0.046,0.040,1.492,1.726,0.000,0.000,0.000,0.000
274,0.058,0.036,1.496,1.728,0.000,0.000,0.000,0.000
275,0.060,0.000,1.496,1.724,0.000,0.000,0.000,0.000
276,0.040,-0.056,1.496,1.724,0.000,0.000,0.000,0.000
277,0.016,-0.052,1.496,1.726,0.000,0.000,0.000,0.000
278,0.028,0.030,1.498,1.726,0.000,0.000,0.000,0.000
279,0.046,0.042,1.496,1.728,0.000,0.000,0.000,0.000
280,0.054,0.026,1.498,1.728,0.000,0.000,0.000,0.000
281,0.052,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
282,0.036,-0.038,1.496,1.728,0.000,0.000,0.000,0.000
283,0.032,-0.008,1.494,1.726,0.000,0.000,0.000,0.000
284,0.034,0.004,1.498,1.728,0.000,0.000,0.000,0.000
285,0.038,0.010,1.496,1.726,0.000,0.000,0.000,0.000
286,0.042,0.010,1.498,1.726,0.000,0.000,0.000,0.000
287,0.040,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
288,0.022,-0.044,1.496,1.726,0.000,0.000,0.000,0.000
289,0.014,-0.018,1.496,1.728,0.000,0.000,0.000,0.000
290,0.020,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
291,-0.002,-0.040,1.498,1.728,0.000,0.000,0.000,0.000
292,0.014,0.042,1.496,1.726,0.000,0.000,0.000,0.000
293,0.040,0.058,1.496,1.734,0.000,0.000,0.000,0.000
294,0.042,0.006,1.496,1.726,0.000,0.000,0.000,0.000
295,0.040,0.006,1.494,1.728,0.000,0.000,0.000,0.000
296,0.048,0.022,1.494,1.728,0.000,0.000,0.000,0.000
297,0.058,0.026,1.496,1.728,0.000,0.000,0.000,0.000
298,0.066,0.026,1.496,1.728,0.000,0.000,0.000,0.000
299,0.072,0.018,1.498,1.726,0.000,0.000,0.000,0.000
300,0.072,-0.002,1.498,1.726,0.000,0.000,0.000,0.000
301,0.060,-0.028,1.496,1.728,0.000,0.000,0.000,0.000
302,0.056,-0.008,1.496,1.728,0.000,0.000,0.000,0.000
303,0.062,0.018,1.498,1.728,0.000,0.000,0.000,0.000
304,0.066,0.010,1.498,1.726,0.000,0.000,0.000,0.000
305,0.082,0.044,1.496,1.728,0.000,0.000,0.000,0.000
306,0.088,0.016,1.496,1.726,0.000,0.000,0.000,0.000
307,0.094,0.024,1.496,1.728,0.000,0.000,0.000,0.000
308,0.104,0.028,1.496,1.728,0.000,0.000,0.000,0.000
309,0.108,0.014,1.498,1.726,0.000,0.000,0.000,0.000
310,0.104,-0.002,1.502,1.726,0.000,0.000,0.000,0.000
311,0.106,-0.004,1.498,1.724,0.000,0.000,0.000,0.000
312,0.090,-0.042,1.496,1.726,0.000,0.000,0.000,0.000
313,0.060,-0.070,1.496,1.728,0.000,0.000,0.000,0.000
314,0.068,0.020,1.494,1.726,0.000,0.000,0.000,0.000
315,0.088,0.048,1.496,1.726,0.000,0.000,0.000,0.000
316,0.102,0.038,1.496,1.726,0.000,0.000,0.000,0.000
317,0.104,0.006,1.496,1.726,0.000,0.000,0.000,0.000
318,0.102,0.000,1.498,1.728,0.000,0.000,0.000,0.000
319,0.104,0.002,1.496,1.726,0.000,0.000,0.000,0.000
320,0.086,-0.042,1.496,1.726,0.000,0.000,0.000,0.000
321,0.070,-0.030,1.496,1.728,0.000,0.000,0.000,0.000
322,0.082,0.030,1.496,1.726,0.000,0.000,0.000,0.000
323,0.102,0.040,1.496,1.726,0.000,0.000,0.000,0.000
324,0.112,0.034,1.496,1.726,0.000,0.000,0.000,0.000
325,0.108,-0.004,1.496,1.728,0.000,0.000,0.000,0.000
326,0.112,0.014,1.500,1.726,0.000,0.000,0.000,0.000
327,0.122,0.022,1.496,1.722,0.000,0.000,0.000,0.000
328,0.124,0.008,1.500,1.724,0.000,0.000,0.000,0.000
329,0.124,0.002,1.496,1.726,0.000,0.000,0.000,0.000
330,0.118,-0.006,1.498,1.728,0.000,0.000,0.000,0.000
331,0.120,0.002,1.494,1.724,0.000,0.000,0.000,0.000
332,0.124,0.008,1.496,1.726,0.000,0.000,0.000,0.000
333,0.116,-0.020,1.498,1.730,0.000,0.000,0.000,0.000
334,0.114,0.002,1.498,1.728,0.000,0.000,0.000,0.000
335,0.120,0.012,1.496,1.726,0.000,0.000,0.000,0.000
336,0.122,0.006,1.498,1.728,0.000,0.000,0.000,0.000
337,0.122,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
338,0.108,-0.026,1.498,1.728,0.000,0.000,0.000,0.000
339,0.114,0.012,1.496,1.728,0.000,0.000,0.000,0.000
340,0.126,0.032,1.496,1.726,0.000,0.000,0.000,0.000
341,0.136,0.028,1.496,1.728,0.000,0.000,0.000,0.000
342,0.138,-0.002,1.498,1.726,0.000,0.000,0.000,0.000
343,0.120,-0.030,1.496,1.726,0.000,0.000,0.000,0.000
344,0.128,0.020,1.496,1.726,0.000,0.000,0.000,0.000
345,0.140,0.032,1.498,1.726,0.000,0.000,0.000,0.000
346,0.148,0.020,1.496,1.726,0.000,0.000,0.000,0.000
347,0.150,0.006,1.496,1.726,0.000,0.000,0.000,0.000
348,0.136,-0.032,1.496,1.726,0.000,0.000,0.000,0.000
349,0.130,-0.008,1.496,1.724,0.000,0.000,0.000,0.000
350,0.136,0.014,1.494,1.726,0.000,0.000,0.000,0.000
351,0.142,0.014,1.496,1.726,0.000,0.000,0.000,0.000
352,0.146,0.016,1.494,1.728,0.000,0.000,0.000,0.000
353,0.150,0.008,1.496,1.726,0.000,0.000,0.000,0.000
354,0.144,-0.018,1.496,1.726,0.000,0.000,0.000,0.000
355,0.116,-0.066,1.498,1.726,0.000,0.000,0.000,0.000
356,0.112,-0.002,1.496,1.728,0.000,0.000,0.000,0.000
357,0.126,0.032,1.498,1.728,0.000,0.000,0.000,0.000
358,0.134,0.018,1.496,1.728,0.000,0.000,0.000,0.000
359,0.140,0.034,1.498,1.724,0.000,0.000,0.000,0.000
360,0.146,0.004,1.496,1.726,0.000,0.000,0.000,0.000
361,0.124,-0.046,1.496,1.728,0.000,0.000,0.000,0.000
362,0.122,0.002,1.496,1.726,0.000,0.000,0.000,0.000
363,0.134,0.026,1.498,1.726,0.000,0.000,0.000,0.000
364,0.140,0.020,1.498,1.726,0.000,0.000,0.000,0.000
365,0.148,0.022,1.496,1.726,0.000,0.000,0.000,0.000
366,0.148,0.000,1.496,1.726,0.000,0.000,0.000,0.000
367,0.136,-0.030,1.498,1.726,0.000,0.000,0.000,0.000
368,0.126,-0.022,1.496,1.728,0.000,0.000,0.000,0.000
369,0.130,0.010,1.496,1.726,0.000,0.000,0.000,0.000
370,0.136,0.014,1.496,1.726,0.000,0.000,0.000,0.000
371,0.138,0.010,1.496,1.728,0.000,0.000,0.000,0.000
372,0.140,0.002,1.496,1.724,0.000,0.000,0.000,0.000
373,0.138,-0.004,1.498,1.726,0.000,0.000,0.000,0.000
374,0.136,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
375,0.140,0.010,1.496,1.726,0.000,0.000,0.000,0.000
376,0.142,0.006,1.496,1.726,0.000,0.000,0.000,0.000
377,0.142,0.010,1.496,1.726,0.000,0.000,0.000,0.000
378,0.146,0.008,1.496,1.728,0.000,0.000,0.000,0.000
379,0.136,-0.028,1.498,1.728,0.000,0.000,0.000,0.000
380,0.116,-0.036,1.496,1.728,0.000,0.000,0.000,0.000
381,0.120,0.008,1.496,1.728,0.000,0.000,0.000,0.000
382,0.130,0.024,1.496,1.726,0.000,0.000,0.000,0.000
383,0.140,0.028,1.498,1.728,0.000,0.000,0.000,0.000
384,0.150,0.028,1.498,1.726,0.000,0.000,0.000,0.000
385,0.148,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
386,0.144,0.000,1.496,1.724,0.000,0.000,0.000,0.000
387,0.148,0.012,1.498,1.726,0.000,0.000,0.000,0.000
388,0.150,0.002,1.496,1.728,0.000,0.000,0.000,0.000
389,0.152,0.010,1.496,1.728,0.000,0.000,0.000,0.000
390,0.150,-0.008,1.498,1.728,0.000,0.000,0.000,0.000
391,0.126,-0.062,1.496,1.726,0.000,0.000,0.000,0.000
392,0.112,-0.034,1.496,1.728,0.000,0.000,0.000,0.000
393,0.104,-0.024,1.498,1.726,0.000,0.000,0.000,0.000
394,0.108,0.018,1.496,1.726,0.000,0.000,0.000,0.000
395,0.124,0.036,1.494,1.726,0.000,0.000,0.000,0.000
396,0.136,0.028,1.496,1.726,0.000,0.000,0.000,0.000
397,0.140,0.012,1.492,1.726,0.000,0.000,0.000,0.000
398,0.120,-0.050,1.496,1.728,0.000,0.000,0.000,0.000
399,0.110,-0.020,1.498,1.728,0.000,0.000,0.000,0.000
