Filetype,Mod-002
Title,
Name,
Date,2025-07-31
Begin,16:34:26
End,16:56:19
Time Range, 0:21:53
Comment,


Measurement Record
Time_Sec,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
54,0.398,0.008,1.498,1.726,0.000,0.000,0.000,0.000
55,0.398,0.016,1.496,1.726,0.000,0.000,0.000,0.000
56,0.406,0.010,1.496,1.724,0.000,0.000,0.000,0.000
57,0.408,0.004,1.494,1.726,0.000,0.000,0.000,0.000
58,0.394,-0.036,1.496,1.724,0.000,0.000,0.000,0.000
59,0.382,-0.032,1.498,1.726,0.000,0.000,0.000,0.000
60,0.370,-0.026,1.496,1.724,0.000,0.000,0.000,0.000
61,0.330,-0.146,1.496,1.728,0.000,0.000,0.000,0.000
62,0.212,-0.312,1.496,1.724,0.000,0.000,0.000,0.000
63,0.182,-0.096,1.498,1.726,0.000,0.000,0.000,0.000
64,0.214,0.042,1.498,1.726,0.000,0.000,0.000,0.000
65,0.208,-0.018,1.496,1.726,0.000,0.000,0.000,0.000
66,0.222,0.050,1.496,1.726,0.000,0.000,0.000,0.000
67,0.264,0.112,1.496,1.724,0.000,0.000,0.000,0.000
68,0.302,0.112,1.496,1.726,0.000,0.000,0.000,0.000
69,0.328,0.084,1.496,1.726,0.000,0.000,0.000,0.000
70,0.342,0.056,1.496,1.726,0.000,0.000,0.000,0.000
71,0.358,0.050,1.498,1.726,0.000,0.000,0.000,0.000
72,0.370,0.044,1.496,1.728,0.000,0.000,0.000,0.000
73,0.380,0.032,1.498,1.726,0.000,0.000,0.000,0.000
74,0.388,0.034,1.496,1.726,0.000,0.000,0.000,0.000
75,0.392,0.000,1.496,1.726,0.000,0.000,0.000,0.000
76,0.306,-0.260,1.496,1.726,0.000,0.000,0.000,0.000
77,0.162,-0.376,1.496,1.726,0.000,0.000,0.000,0.000
78,0.122,-0.154,1.498,1.726,0.000,0.000,0.000,0.000
79,0.102,-0.094,1.496,1.726,0.000,0.000,0.000,0.000
80,0.112,0.012,1.496,1.726,0.000,0.000,0.000,0.000
81,0.140,0.062,1.498,1.726,0.000,0.000,0.000,0.000
82,0.144,0.008,1.496,1.728,0.000,0.000,0.000,0.000
83,0.132,-0.028,1.496,1.728,0.000,0.000,0.000,0.000
84,0.144,0.036,1.496,1.726,0.000,0.000,0.000,0.000
85,0.178,0.096,1.496,1.726,0.000,0.000,0.000,0.000
86,0.202,0.054,1.494,1.724,0.000,0.000,0.000,0.000
87,0.186,-0.024,1.498,1.724,0.000,0.000,0.000,0.000
88,0.190,0.014,1.496,1.726,0.000,0.000,0.000,0.000
89,0.200,0.018,1.498,1.726,0.000,0.000,0.000,0.000
90,0.156,-0.136,1.496,1.728,0.000,0.000,0.000,0.000
91,0.098,-0.140,1.496,1.726,0.000,0.000,0.000,0.000
92,0.086,-0.052,1.496,1.728,0.000,0.000,0.000,0.000
93,0.094,0.010,1.496,1.724,0.000,0.000,0.000,0.000
94,0.106,0.024,1.496,1.724,0.000,0.000,0.000,0.000
95,0.128,0.068,1.498,1.728,0.000,0.000,0.000,0.000
96,0.164,0.100,1.496,1.726,0.000,0.000,0.000,0.000
97,0.140,-0.086,1.496,1.726,0.000,0.000,0.000,0.000
98,0.098,-0.094,1.498,1.726,0.000,0.000,0.000,0.000
99,0.080,-0.062,1.496,1.726,0.000,0.000,0.000,0.000
100,0.090,0.030,1.496,1.726,0.000,0.000,0.000,0.000
101,0.122,0.076,1.496,1.724,0.000,0.000,0.000,0.000
102,0.126,0.012,1.494,1.726,0.000,0.000,0.000,0.000
103,0.124,0.002,1.496,1.726,0.000,0.000,0.000,0.000
104,0.148,0.066,1.494,1.722,0.000,0.000,0.000,0.000
105,0.178,0.096,1.496,1.728,0.000,0.000,0.000,0.000
106,0.210,0.090,1.498,1.726,0.000,0.000,0.000,0.000
107,0.234,0.080,1.494,1.726,0.000,0.000,0.000,0.000
108,0.256,0.072,1.494,1.728,0.000,0.000,0.000,0.000
109,0.276,0.066,1.496,1.728,0.000,0.000,0.000,0.000
110,0.294,0.062,1.496,1.726,0.000,0.000,0.000,0.000
111,0.270,-0.066,1.496,1.726,0.000,0.000,0.000,0.000
112,0.246,-0.048,1.498,1.730,0.000,0.000,0.000,0.000
113,0.260,0.038,1.496,1.728,0.000,0.000,0.000,0.000
114,0.286,0.066,1.498,1.726,0.000,0.000,0.000,0.000
115,0.300,0.050,1.496,1.726,0.000,0.000,0.000,0.000
116,0.302,0.016,1.496,1.724,0.000,0.000,0.000,0.000
117,0.310,0.032,1.496,1.728,0.000,0.000,0.000,0.000
118,0.326,0.042,1.496,1.728,0.000,0.000,0.000,0.000
119,0.330,0.022,1.496,1.726,0.000,0.000,0.000,0.000
120,0.334,0.014,1.496,1.726,0.000,0.000,0.000,0.000
121,0.338,0.024,1.496,1.726,0.000,0.000,0.000,0.000
122,0.348,0.032,1.496,1.728,0.000,0.000,0.000,0.000
123,0.360,0.026,1.496,1.726,0.000,0.000,0.000,0.000
124,0.358,0.012,1.498,1.728,0.000,0.000,0.000,0.000
125,0.362,0.016,1.498,1.724,0.000,0.000,0.000,0.000
126,0.368,0.020,1.496,1.728,0.000,0.000,0.000,0.000
127,0.374,0.018,1.498,1.728,0.000,0.000,0.000,0.000
128,0.378,0.018,1.496,1.726,0.000,0.000,0.000,0.000
129,0.382,0.018,1.496,1.726,0.000,0.000,0.000,0.000
130,0.378,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
131,0.366,-0.018,1.496,1.724,0.000,0.000,0.000,0.000
132,0.368,0.006,1.496,1.728,0.000,0.000,0.000,0.000
133,0.376,0.016,1.498,1.726,0.000,0.000,0.000,0.000
134,0.380,0.018,1.496,1.724,0.000,0.000,0.000,0.000
135,0.384,0.012,1.496,1.726,0.000,0.000,0.000,0.000
136,0.388,0.012,1.496,1.726,0.000,0.000,0.000,0.000
137,0.388,0.008,1.496,1.726,0.000,0.000,0.000,0.000
138,0.388,0.002,1.496,1.728,0.000,0.000,0.000,0.000
139,0.388,0.004,1.494,1.726,0.000,0.000,0.000,0.000
140,0.390,0.004,1.496,1.728,0.000,0.000,0.000,0.000
141,0.390,0.002,1.496,1.726,0.000,0.000,0.000,0.000
142,0.388,0.000,1.496,1.728,0.000,0.000,0.000,0.000
143,0.388,0.002,1.498,1.726,0.000,0.000,0.000,0.000
144,0.388,0.000,1.498,1.726,0.000,0.000,0.000,0.000
145,0.388,0.004,1.496,1.726,0.000,0.000,0.000,0.000
146,0.390,0.006,1.496,1.724,0.000,0.000,0.000,0.000
147,0.386,-0.008,1.496,1.728,0.000,0.000,0.000,0.000
148,0.382,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
149,0.386,0.006,1.496,1.724,0.000,0.000,0.000,0.000
150,0.380,-0.012,1.498,1.726,0.000,0.000,0.000,0.000
151,0.380,0.002,1.498,1.726,0.000,0.000,0.000,0.000
152,0.386,0.010,1.496,1.726,0.000,0.000,0.000,0.000
153,0.386,0.010,1.496,1.726,0.000,0.000,0.000,0.000
154,0.386,0.004,1.498,1.726,0.000,0.000,0.000,0.000
155,0.388,0.002,1.498,1.724,0.000,0.000,0.000,0.000
156,0.388,0.000,1.498,1.726,0.000,0.000,0.000,0.000
157,0.390,0.018,1.496,1.726,0.000,0.000,0.000,0.000
158,0.358,-0.144,1.496,1.726,0.000,0.000,0.000,0.000
159,0.224,-0.312,1.498,1.726,0.000,0.000,0.000,0.000
160,0.226,-0.030,1.496,1.726,0.000,0.000,0.000,0.000
161,0.270,0.112,1.496,1.728,0.000,0.000,0.000,0.000
162,0.316,0.120,1.496,1.728,0.000,0.000,0.000,0.000
163,0.342,0.088,1.496,1.726,0.000,0.000,0.000,0.000
164,0.360,0.056,1.496,1.726,0.000,0.000,0.000,0.000
165,0.370,0.036,1.496,1.726,0.000,0.000,0.000,0.000
166,0.370,0.004,1.494,1.728,0.000,0.000,0.000,0.000
167,0.368,0.002,1.498,1.726,0.000,0.000,0.000,0.000
168,0.374,0.012,1.494,1.726,0.000,0.000,0.000,0.000
169,0.376,0.012,1.498,1.726,0.000,0.000,0.000,0.000
170,0.372,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
171,0.370,0.002,1.496,1.726,0.000,0.000,0.000,0.000
172,0.376,0.020,1.498,1.728,0.000,0.000,0.000,0.000
173,0.384,0.022,1.496,1.726,0.000,0.000,0.000,0.000
174,0.388,0.016,1.494,1.726,0.000,0.000,0.000,0.000
175,0.390,0.010,1.496,1.724,0.000,0.000,0.000,0.000
176,0.392,0.016,1.496,1.728,0.000,0.000,0.000,0.000
177,0.396,0.006,1.496,1.726,0.000,0.000,0.000,0.000
178,0.394,0.004,1.498,1.728,0.000,0.000,0.000,0.000
179,0.394,0.000,1.496,1.726,0.000,0.000,0.000,0.000
180,0.396,0.008,1.496,1.726,0.000,0.000,0.000,0.000
181,0.398,0.004,1.496,1.728,0.000,0.000,0.000,0.000
182,0.396,0.000,1.496,1.726,0.000,0.000,0.000,0.000
183,0.394,-0.002,1.496,1.724,0.000,0.000,0.000,0.000
184,0.390,-0.002,1.496,1.722,0.000,0.000,0.000,0.000
185,0.392,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
186,0.388,-0.006,1.496,1.728,0.000,0.000,0.000,0.000
187,0.384,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
188,0.380,-0.012,1.494,1.726,0.000,0.000,0.000,0.000
189,0.378,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
190,0.374,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
191,0.372,-0.004,1.498,1.728,0.000,0.000,0.000,0.000
192,0.372,0.004,1.494,1.726,0.000,0.000,0.000,0.000
193,0.372,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
194,0.368,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
195,0.366,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
196,0.362,-0.008,1.498,1.728,0.000,0.000,0.000,0.000
197,0.358,-0.008,1.494,1.718,0.000,0.000,0.000,0.000
198,0.356,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
199,0.354,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
200,0.350,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
201,0.346,-0.008,1.494,1.728,0.000,0.000,0.000,0.000
202,0.344,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
203,0.340,-0.004,1.498,1.724,0.000,0.000,0.000,0.000
204,0.352,0.032,1.498,1.728,0.000,0.000,0.000,0.000
205,0.362,0.028,1.494,1.726,0.000,0.000,0.000,0.000
206,0.376,0.036,1.496,1.726,0.000,0.000,0.000,0.000
207,0.378,0.008,1.496,1.722,0.000,0.000,0.000,0.000
208,0.380,0.014,1.496,1.724,0.000,0.000,0.000,0.000
209,0.388,0.020,1.494,1.726,0.000,0.000,0.000,0.000
210,0.392,0.012,1.496,1.728,0.000,0.000,0.000,0.000
211,0.394,0.008,1.496,1.728,0.000,0.000,0.000,0.000
212,0.396,0.010,1.496,1.728,0.000,0.000,0.000,0.000
213,0.398,0.008,1.494,1.726,0.000,0.000,0.000,0.000
214,0.398,0.000,1.496,1.726,0.000,0.000,0.000,0.000
215,0.394,-0.004,1.496,1.728,0.000,0.000,0.000,0.000
216,0.392,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
217,0.388,-0.006,1.496,1.724,0.000,0.000,0.000,0.000
218,0.384,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
219,0.384,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
220,0.382,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
221,0.380,-0.002,1.494,1.726,0.000,0.000,0.000,0.000
222,0.374,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
223,0.370,-0.010,1.498,1.728,0.000,0.000,0.000,0.000
224,0.368,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
225,0.366,-0.002,1.494,1.726,0.000,0.000,0.000,0.000
226,0.384,0.064,1.496,1.726,0.000,0.000,0.000,0.000
227,0.416,0.064,1.496,1.724,0.000,0.000,0.000,0.000
228,0.404,-0.012,1.498,1.726,0.000,0.000,0.000,0.000
229,0.406,0.004,1.498,1.726,0.000,0.000,0.000,0.000
230,0.412,0.014,1.496,1.726,0.000,0.000,0.000,0.000
231,0.412,0.008,1.496,1.726,0.000,0.000,0.000,0.000
232,0.412,0.002,1.498,1.726,0.000,0.000,0.000,0.000
233,0.410,-0.004,1.494,1.726,0.000,0.000,0.000,0.000
234,0.406,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
235,0.414,0.036,1.498,1.726,0.000,0.000,0.000,0.000
236,0.400,-0.102,1.496,1.726,0.000,0.000,0.000,0.000
237,0.294,-0.224,1.498,1.726,0.000,0.000,0.000,0.000
238,0.310,0.024,1.496,1.726,0.000,0.000,0.000,0.000
239,0.352,0.094,1.496,1.728,0.000,0.000,0.000,0.000
240,0.322,-0.090,1.496,1.728,0.000,0.000,0.000,0.000
241,0.264,-0.154,1.496,1.724,0.000,0.000,0.000,0.000
242,0.208,-0.168,1.496,1.728,0.000,0.000,0.000,0.000
243,0.172,-0.106,1.496,1.726,0.000,0.000,0.000,0.000
244,0.204,0.080,1.498,1.726,0.000,0.000,0.000,0.000
245,0.262,0.148,1.496,1.726,0.000,0.000,0.000,0.000
246,0.310,0.140,1.496,1.726,0.000,0.000,0.000,0.000
247,0.342,0.104,1.498,1.726,0.000,0.000,0.000,0.000
248,0.362,0.068,1.498,1.726,0.000,0.000,0.000,0.000
249,0.380,0.058,1.496,1.728,0.000,0.000,0.000,0.000
250,0.396,0.054,1.496,1.728,0.000,0.000,0.000,0.000
251,0.412,0.046,1.494,1.726,0.000,0.000,0.000,0.000
252,0.422,0.042,1.498,1.726,0.000,0.000,0.000,0.000
253,0.432,0.020,1.496,1.726,0.000,0.000,0.000,0.000
254,0.376,-0.144,1.496,1.728,0.000,0.000,0.000,0.000
255,0.348,-0.062,1.496,1.726,0.000,0.000,0.000,0.000
256,0.368,0.040,1.496,1.724,0.000,0.000,0.000,0.000
257,0.392,0.062,1.498,1.726,0.000,0.000,0.000,0.000
258,0.408,0.046,1.496,1.728,0.000,0.000,0.000,0.000
259,0.418,0.032,1.498,1.726,0.000,0.000,0.000,0.000
260,0.426,0.026,1.498,1.724,0.000,0.000,0.000,0.000
261,0.430,0.020,1.498,1.726,0.000,0.000,0.000,0.000
262,0.432,0.012,1.496,1.724,0.000,0.000,0.000,0.000
263,0.436,0.010,1.496,1.726,0.000,0.000,0.000,0.000
264,0.438,0.004,1.500,1.726,0.000,0.000,0.000,0.000
265,0.436,0.004,1.496,1.726,0.000,0.000,0.000,0.000
266,0.434,0.000,1.496,1.728,0.000,0.000,0.000,0.000
267,0.434,-0.002,1.498,1.728,0.000,0.000,0.000,0.000
268,0.432,0.000,1.496,1.726,0.000,0.000,0.000,0.000
269,0.430,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
270,0.426,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
271,0.430,0.010,1.496,1.726,0.000,0.000,0.000,0.000
272,0.430,0.004,1.496,1.728,0.000,0.000,0.000,0.000
273,0.430,-0.004,1.496,1.732,0.000,0.000,0.000,0.000
274,0.424,-0.010,1.496,1.724,0.000,0.000,0.000,0.000
275,0.422,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
276,0.418,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
277,0.414,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
278,0.410,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
279,0.408,-0.004,1.498,1.726,0.000,0.000,0.000,0.000
280,0.408,0.004,1.496,1.728,0.000,0.000,0.000,0.000
281,0.408,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
282,0.404,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
283,0.400,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
284,0.398,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
285,0.402,0.004,1.496,1.724,0.000,0.000,0.000,0.000
286,0.400,0.006,1.496,1.728,0.000,0.000,0.000,0.000
287,0.398,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
288,0.394,-0.006,1.506,1.726,0.000,0.000,0.000,0.000
289,0.392,-0.008,1.498,1.726,0.000,0.000,0.000,0.000
290,0.386,-0.008,1.494,1.726,0.000,0.000,0.000,0.000
291,0.386,-0.012,1.498,1.726,0.000,0.000,0.000,0.000
292,0.382,-0.012,1.500,1.728,0.000,0.000,0.000,0.000
293,0.378,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
294,0.372,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
295,0.368,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
296,0.366,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
297,0.366,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
298,0.362,-0.010,1.494,1.726,0.000,0.000,0.000,0.000
299,0.356,-0.014,1.494,1.726,0.000,0.000,0.000,0.000
300,0.352,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
301,0.364,0.042,1.498,1.726,0.000,0.000,0.000,0.000
302,0.386,0.050,1.496,1.726,0.000,0.000,0.000,0.000
303,0.392,0.018,1.496,1.728,0.000,0.000,0.000,0.000
304,0.394,0.008,1.498,1.726,0.000,0.000,0.000,0.000
305,0.394,0.002,1.496,1.726,0.000,0.000,0.000,0.000
306,0.394,0.006,1.494,1.724,0.000,0.000,0.000,0.000
307,0.398,0.006,1.496,1.728,0.000,0.000,0.000,0.000
308,0.396,0.002,1.494,1.726,0.000,0.000,0.000,0.000
309,0.398,0.002,1.498,1.726,0.000,0.000,0.000,0.000
310,0.394,-0.006,1.498,1.728,0.000,0.000,0.000,0.000
311,0.390,-0.012,1.498,1.728,0.000,0.000,0.000,0.000
312,0.388,-0.014,1.496,1.732,0.000,0.000,0.000,0.000
313,0.382,-0.012,1.494,1.726,0.000,0.000,0.000,0.000
314,0.378,-0.010,1.494,1.726,0.000,0.000,0.000,0.000
315,0.374,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
316,0.372,-0.008,1.498,1.728,0.000,0.000,0.000,0.000
317,0.368,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
318,0.364,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
319,0.358,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
320,0.352,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
321,0.346,-0.014,1.494,1.730,0.000,0.000,0.000,0.000
322,0.344,-0.012,1.494,1.724,0.000,0.000,0.000,0.000
323,0.340,-0.014,1.498,1.726,0.000,0.000,0.000,0.000
324,0.334,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
325,0.330,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
326,0.326,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
327,0.322,-0.012,1.494,1.726,0.000,0.000,0.000,0.000
328,0.318,-0.014,1.496,1.728,0.000,0.000,0.000,0.000
329,0.314,-0.010,1.498,1.726,0.000,0.000,0.000,0.000
330,0.312,-0.008,1.494,1.726,0.000,0.000,0.000,0.000
331,0.308,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
332,0.316,0.020,1.496,1.728,0.000,0.000,0.000,0.000
333,0.328,0.030,1.496,1.726,0.000,0.000,0.000,0.000
334,0.334,0.014,1.498,1.726,0.000,0.000,0.000,0.000
335,0.334,0.002,1.498,1.728,0.000,0.000,0.000,0.000
336,0.330,-0.004,1.496,1.724,0.000,0.000,0.000,0.000
337,0.326,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
338,0.326,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
339,0.322,-0.006,1.496,1.724,0.000,0.000,0.000,0.000
340,0.318,-0.010,1.498,1.728,0.000,0.000,0.000,0.000
341,0.314,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
342,0.310,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
343,0.306,-0.010,1.496,1.724,0.000,0.000,0.000,0.000
344,0.308,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
345,0.306,0.008,1.496,1.724,0.000,0.000,0.000,0.000
346,0.312,0.004,1.496,1.728,0.000,0.000,0.000,0.000
347,0.316,0.010,1.496,1.726,0.000,0.000,0.000,0.000
348,0.314,0.000,1.494,1.726,0.000,0.000,0.000,0.000
349,0.312,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
350,0.308,-0.010,1.498,1.726,0.000,0.000,0.000,0.000
351,0.306,-0.008,1.498,1.726,0.000,0.000,0.000,0.000
352,0.304,-0.008,1.496,1.728,0.000,0.000,0.000,0.000
353,0.298,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
354,0.296,-0.006,1.498,1.722,0.000,0.000,0.000,0.000
355,0.304,0.036,1.496,1.726,0.000,0.000,0.000,0.000
356,0.352,0.120,1.496,1.728,0.000,0.000,0.000,0.000
357,0.372,0.056,1.496,1.726,0.000,0.000,0.000,0.000
358,0.368,0.016,1.496,1.724,0.000,0.000,0.000,0.000
359,0.372,0.006,1.496,1.726,0.000,0.000,0.000,0.000
360,0.374,0.008,1.496,1.726,0.000,0.000,0.000,0.000
361,0.376,0.002,1.496,1.726,0.000,0.000,0.000,0.000
362,0.372,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
363,0.370,-0.006,1.496,1.730,0.000,0.000,0.000,0.000
364,0.366,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
365,0.364,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
366,0.358,-0.008,1.494,1.726,0.000,0.000,0.000,0.000
367,0.354,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
368,0.350,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
369,0.346,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
370,0.340,-0.014,1.496,1.726,0.000,0.000,0.000,0.000
371,0.334,-0.012,1.500,1.728,0.000,0.000,0.000,0.000
372,0.330,-0.012,1.492,1.726,0.000,0.000,0.000,0.000
373,0.326,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
374,0.320,-0.016,1.496,1.726,0.000,0.000,0.000,0.000
375,0.314,-0.016,1.496,1.726,0.000,0.000,0.000,0.000
376,0.310,-0.016,1.498,1.724,0.000,0.000,0.000,0.000
377,0.306,-0.020,1.496,1.726,0.000,0.000,0.000,0.000
378,0.304,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
379,0.300,-0.008,1.498,1.726,0.000,0.000,0.000,0.000
380,0.296,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
381,0.296,-0.002,1.496,1.726,0.000,0.000,0.000,0.000
382,0.294,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
383,0.290,-0.012,1.496,1.726,0.000,0.000,0.000,0.000
384,0.288,-0.010,1.498,1.726,0.000,0.000,0.000,0.000
385,0.284,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
386,0.280,-0.010,1.496,1.728,0.000,0.000,0.000,0.000
387,0.276,-0.012,1.496,1.728,0.000,0.000,0.000,0.000
388,0.272,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
389,0.270,-0.006,1.498,1.726,0.000,0.000,0.000,0.000
390,0.268,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
391,0.264,-0.006,1.502,1.728,0.000,0.000,0.000,0.000
392,0.264,-0.008,1.496,1.728,0.000,0.000,0.000,0.000
393,0.262,-0.006,1.496,1.728,0.000,0.000,0.000,0.000
394,0.258,-0.006,1.496,1.726,0.000,0.000,0.000,0.000
395,0.256,-0.008,1.496,1.726,0.000,0.000,0.000,0.000
396,0.252,-0.010,1.496,1.726,0.000,0.000,0.000,0.000
397,0.252,-0.004,1.496,1.726,0.000,0.000,0.000,0.000
398,0.260,0.026,1.498,1.728,0.000,0.000,0.000,0.000
